Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/film/film/dubbing_performances./film/dubbing_performance/actor	8	20.31	56.25	12.5	23.88	15.94	62.5	31.25	43.18
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	17	25.94	0.0	0.0	4.1	7.06	85.29	0.0	19.35
/film/actor/film./film/performance/film	836	816.73	5.02	0.12	2.02	809.19	10.05	2.09	5.07
/food/food/nutrients./food/nutrition_fact/nutrient	105	35.36	4.76	0.0	4.17	1.75	100.0	72.86	81.97
/people/ethnicity/languages_spoken	29	53.14	53.45	3.45	16.09	46.72	67.24	22.41	35.16
/user/jg/default_domain/olympic_games/sports	11	22.55	0.0	0.0	4.54	5.73	100.0	0.0	19.13
/education/field_of_study/students_majoring./education/education/student	34	809.38	26.47	1.47	10.21	804.12	27.94	5.88	14.06
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	91	147.54	45.6	9.89	23.93	104.62	65.38	40.66	49.51
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	4	24.38	50.0	0.0	17.76	4.63	100.0	37.5	50.45
/film/film/personal_appearances./film/personal_film_appearance/person	11	1279.27	22.73	13.64	16.05	1276.59	31.82	13.64	19.07
/film/film/estimated_budget./measurement_unit/dated_money_value/currency	151	526.62	50.33	48.34	49.28	57.85	55.63	49.67	52.16
/people/person/profession	1311	738.22	40.81	4.5	14.3	300.54	49.85	24.64	33.52
/time/event/locations	34	230.51	29.41	2.94	10.55	225.79	44.12	8.82	18.75
/music/instrument/family	6	27.33	41.67	0.0	9.58	23.83	41.67	0.0	10.85
/location/location/adjoin_s./location/adjoining_relationship/adjoins	55	138.3	36.36	0.91	9.87	135.55	49.09	0.91	13.62
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	20	143.5	40.0	10.0	20.71	128.72	45.0	20.0	29.19
/base/biblioness/bibs_location/country	14	232.29	50.0	35.71	40.84	143.96	50.0	35.71	40.97
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	53	724.66	50.0	50.0	50.06	497.13	54.72	50.0	51.65
/education/educational_institution/students_graduates./education/education/major_field_of_study	321	154.85	12.31	0.31	4.35	115.09	37.23	7.94	16.8
/education/university/local_tuition./measurement_unit/dated_money_value/currency	1	636.0	50.0	50.0	50.04	485.0	50.0	50.0	50.05
/film/film/produced_by	60	262.41	26.67	3.33	11.26	257.98	35.83	7.5	16.29
/organization/role/leaders./organization/leadership/organization	70	200.39	50.0	37.14	42.6	60.64	55.0	40.0	45.94
/film/film/story_by	31	383.19	38.71	8.06	16.66	380.65	43.55	20.97	28.93
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	86	154.46	15.7	4.07	9.3	135.35	26.16	9.3	15.41
/award/award_category/disciplines_or_subjects	15	26.27	50.0	3.33	19.93	12.8	76.67	56.67	63.55
/award/award_ceremony/awards_presented./award/award_honor/award_winner	317	221.98	29.97	4.1	12.16	206.12	45.27	17.67	26.32
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	8	453.81	50.0	31.25	34.73	424.06	50.0	31.25	35.38
/sports/sports_team/roster./baseball/baseball_roster_position/position	3	22.17	50.0	0.0	11.99	3.67	100.0	16.67	42.22
/people/deceased_person/place_of_death	78	803.92	28.21	7.69	14.8	783.87	28.21	8.33	15.16
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	132	338.23	14.02	1.89	6.56	331.89	26.14	3.41	10.87
/film/film/language	314	626.94	43.95	27.39	32.31	169.83	60.83	37.9	44.86
/medicine/symptom/symptom_of	31	43.11	46.77	0.0	11.2	33.34	72.58	20.97	38.31
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	1	144.5	0.0	0.0	0.73	144.5	0.0	0.0	0.73
/government/legislative_session/members./government/government_position_held/district_represented	117	28.51	8.12	0.0	4.73	1.86	98.29	72.22	81.86
/location/us_county/county_seat	2	1555.0	0.0	0.0	1.8	1555.0	0.0	0.0	1.8
/film/film_subject/films	77	816.46	28.57	6.49	13.56	808.14	30.52	9.09	16.29
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	160	353.23	35.0	4.06	13.67	297.81	44.38	14.38	23.63
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	32	1134.63	3.13	1.56	3.39	1131.44	3.13	1.56	3.45
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	50	1134.19	50.0	50.0	50.07	908.81	55.0	51.0	53.19
/location/country/second_level_divisions	46	241.83	48.91	47.83	48.54	64.29	52.17	47.83	50.12
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	3	74.83	66.67	33.33	44.2	17.17	66.67	50.0	53.11
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency	60	575.14	50.0	49.17	49.65	327.5	55.0	49.17	51.3
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	38	95.43	43.42	11.84	21.48	77.17	59.21	25.0	37.71
/organization/organization/place_founded	16	328.72	18.75	0.0	5.81	327.72	18.75	3.13	7.96
/music/performance_role/regular_performances./music/group_membership/role	40	60.6	0.0	0.0	2.26	27.18	20.0	0.0	8.0
/music/group_member/membership./music/group_membership/role	29	129.98	31.03	0.0	9.95	107.14	39.66	5.17	16.66
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	43	16.41	50.0	0.0	10.62	2.52	100.0	36.05	59.82
/influence/influence_node/peers./influence/peer_relationship/peers	2	327.0	0.0	0.0	1.0	326.25	0.0	0.0	1.0
/base/eating/practicer_of_diet/diet	11	977.27	50.0	22.73	36.59	941.27	54.55	31.82	41.67
/people/person/employment_history./business/employment_tenure/company	24	639.94	16.67	6.25	9.89	637.81	20.83	8.33	12.87
/film/film/edited_by	13	279.12	38.46	11.54	20.39	273.04	46.15	11.54	21.47
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	118.5	50.0	50.0	50.21	10.13	50.0	50.0	52.99
/film/film/music	92	358.62	22.28	4.89	10.12	352.35	25.54	5.98	11.76
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	263.5	12.5	0.0	3.3	257.75	12.5	0.0	3.85
/education/educational_institution/school_type	80	140.56	47.5	16.25	28.15	66.34	56.88	28.13	37.3
/location/country/capital	11	760.77	18.18	0.0	5.89	759.45	18.18	0.0	6.41
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	19.12	7.69	0.0	6.53	4.77	100.0	3.85	27.55
/location/hud_county_place/place	48	189.86	37.5	2.08	10.85	189.86	37.5	2.08	10.85
/people/person/spouse_s./people/marriage/location_of_ceremony	35	1040.19	18.57	1.43	6.61	1037.56	18.57	1.43	7.14
/award/award_ceremony/awards_presented./award/award_honor/honored_for	121	286.05	23.14	2.89	9.71	279.5	31.82	13.64	20.78
/user/ktrueman/default_domain/international_organization/member_states	24	60.08	50.0	37.5	41.55	9.06	64.58	45.83	54.13
/film/film/runtime./film/film_cut/film_release_region	9	677.06	27.78	0.0	9.56	672.94	27.78	0.0	10.98
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	1133.56	38.24	23.53	30.94	1114.26	61.76	38.24	47.89
/base/popstra/celebrity/dated./base/popstra/dated/participant	11	693.27	0.0	0.0	0.67	691.23	0.0	0.0	0.69
/base/biblioness/bibs_location/state	7	73.29	35.71	14.29	25.43	63.29	35.71	14.29	25.79
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	92.07	50.0	50.0	50.32	22.09	86.36	61.36	70.97
/award/award_category/category_of	20	285.07	37.5	37.5	38.51	264.4	75.0	65.0	70.12
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	29	137.03	22.41	1.72	9.18	131.86	31.03	6.9	14.36
/people/person/religion	127	724.94	42.91	18.9	27.58	641.34	46.06	21.65	30.0
/film/film/executive_produced_by	73	406.31	35.62	2.74	14.72	397.34	53.42	12.33	24.34
/business/job_title/people_with_this_title./business/employment_tenure/company	85	360.09	35.29	1.76	10.81	332.37	47.06	14.12	25.89
/location/country/official_language	16	54.25	46.88	15.63	25.93	40.5	56.25	18.75	30.46
/film/film/film_format	39	290.44	50.0	32.05	40.07	215.79	53.85	33.33	41.77
/media_common/netflix_genre/titles	124	283.67	42.34	11.69	20.91	200.86	49.6	20.56	30.25
/film/film/featured_film_locations	100	686.67	21.0	8.0	12.42	662.35	22.5	8.5	13.49
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	739.84	50.0	47.15	48.33	65.75	50.95	48.42	50.15
/location/location/partially_contains	13	26.19	61.54	7.69	22.83	23.35	65.38	23.08	38.66
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	33.0	50.0	0.0	5.89	13.0	50.0	0.0	18.84
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	56.85	12.6	0.0	5.17	11.87	68.8	24.61	38.29
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	30.4	12.5	0.0	5.74	1.04	100.0	95.83	97.92
